source_ip,packet_size,protocol,true_label
192.168.1.247,0,TCP,attack
192.168.10.145,1552,TCP,normal
192.168.9.28,482,TCP,normal
192.168.4.140,0,TCP,attack
192.168.6.142,2216,TCP,normal
192.168.6.71,8,ICMP,attack
192.168.3.243,0,TCP,attack
192.168.5.148,657,TCP,normal
192.168.4.45,640,TCP,normal
192.168.2.81,832,TCP,attack
192.168.10.230,996,TCP,normal
192.168.6.140,4380,TCP,normal
192.168.8.14,12416,TCP,normal
192.168.3.9,0,TCP,attack
192.168.8.233,8,ICMP,attack
192.168.1.29,1216,TCP,normal
192.168.7.15,250,UDP,normal
192.168.2.111,0,TCP,attack
192.168.7.47,5560,TCP,normal
192.168.10.230,1,TCP,attack
192.168.10.163,460,TCP,normal
192.168.8.159,252,UDP,normal
192.168.6.81,0,TCP,attack
192.168.6.211,0,TCP,attack
192.168.4.184,2614,TCP,normal
192.168.9.22,0,TCP,normal
192.168.8.147,178,UDP,normal
192.168.3.25,0,TCP,attack
192.168.8.26,49,TCP,normal
192.168.8.81,0,TCP,attack
192.168.8.122,2535,TCP,normal
192.168.4.244,192,TCP,normal
192.168.4.38,18862092,TCP,normal
192.168.10.68,0,TCP,attack
192.168.6.102,0,TCP,attack
192.168.3.181,0,TCP,attack
192.168.6.203,3066,TCP,normal
192.168.6.118,2930,TCP,normal
192.168.8.9,21994,TCP,normal
192.168.2.123,0,TCP,normal
192.168.2.91,0,TCP,attack
192.168.8.120,180,UDP,normal
192.168.3.74,0,TCP,attack
192.168.6.156,819,TCP,normal
192.168.10.34,5336,TCP,normal
192.168.9.28,532,TCP,normal
192.168.7.211,2890,TCP,normal
192.168.2.85,27535,TCP,normal
192.168.9.168,252,UDP,normal
192.168.2.204,0,TCP,attack
192.168.5.138,0,TCP,attack
192.168.8.104,251,UDP,normal
192.168.10.107,0,TCP,attack
192.168.4.160,0,TCP,attack
192.168.4.142,514,TCP,normal
192.168.3.251,0,TCP,attack
192.168.8.100,175,UDP,normal
192.168.2.89,0,TCP,attack
192.168.4.210,519,TCP,normal
192.168.10.112,979,TCP,normal
192.168.7.147,806,TCP,normal
192.168.6.141,1346,TCP,normal
192.168.4.46,0,TCP,attack
192.168.2.191,3182,TCP,normal
192.168.10.216,1032,ICMP,attack
192.168.8.31,9678,TCP,normal
192.168.10.154,1032,ICMP,attack
192.168.8.85,992,TCP,normal
192.168.9.26,123,UDP,normal
192.168.8.47,1591,TCP,normal
192.168.5.246,3099,TCP,normal
192.168.7.19,0,TCP,attack
192.168.10.29,0,TCP,attack
192.168.10.199,6298,TCP,normal
192.168.7.85,4072,TCP,normal
192.168.8.167,761,TCP,normal
192.168.1.25,0,TCP,attack
192.168.4.211,0,TCP,attack
192.168.3.229,194,TCP,normal
192.168.10.233,0,TCP,attack
192.168.1.195,0,TCP,attack
192.168.3.171,0,TCP,attack
192.168.3.117,161,UDP,normal
192.168.9.76,1078,TCP,normal
192.168.7.159,190,TCP,normal
192.168.10.116,515,TCP,normal
192.168.4.54,0,TCP,attack
192.168.6.78,13179,TCP,normal
192.168.10.205,2621,TCP,normal
192.168.5.237,8,ICMP,attack
192.168.7.185,14189,TCP,normal
192.168.6.24,8,ICMP,attack
192.168.10.4,0,TCP,attack
192.168.10.254,4817,TCP,normal
192.168.9.105,1273,TCP,normal
192.168.3.220,0,TCP,attack
192.168.5.17,0,TCP,attack
192.168.6.232,0,TCP,attack
192.168.9.249,0,TCP,attack
192.168.1.2,0,TCP,attack
192.168.9.212,0,TCP,attack
192.168.6.30,0,TCP,attack
192.168.5.223,0,TCP,attack
192.168.1.62,5850,TCP,normal
192.168.7.181,0,TCP,attack
192.168.10.102,1032,ICMP,attack
192.168.6.184,4838,TCP,normal
192.168.7.105,958,TCP,normal
192.168.7.113,0,TCP,attack
192.168.9.56,127,UDP,normal
192.168.3.123,64,ICMP,normal
192.168.3.50,0,TCP,attack
192.168.9.100,251,UDP,normal
192.168.6.217,3532,TCP,normal
192.168.7.41,0,TCP,attack
192.168.5.225,1103,TCP,normal
192.168.3.36,8,ICMP,attack
192.168.1.20,62854,TCP,attack
192.168.1.38,0,TCP,normal
192.168.8.170,0,TCP,attack
192.168.7.251,0,TCP,attack
192.168.3.23,86,UDP,normal
192.168.3.166,90,UDP,normal
192.168.7.222,1113,TCP,normal
192.168.8.230,1119,TCP,normal
192.168.10.240,6405,TCP,normal
192.168.7.161,1378,TCP,normal
192.168.3.118,5654,TCP,normal
192.168.9.110,2741,TCP,normal
192.168.9.211,1105,TCP,normal
192.168.8.100,766,TCP,normal
192.168.6.59,0,TCP,attack
192.168.3.110,0,TCP,attack
192.168.10.3,8,ICMP,attack
192.168.10.129,59,TCP,normal
192.168.4.184,1,TCP,attack
192.168.9.70,0,TCP,attack
192.168.7.239,0,TCP,attack
192.168.9.149,3603,TCP,normal
192.168.6.10,0,TCP,attack
192.168.1.147,176,UDP,normal
192.168.8.182,1310,TCP,normal
192.168.6.30,0,TCP,attack
192.168.10.125,84,UDP,normal
192.168.2.38,175,UDP,normal
192.168.9.253,1075,TCP,normal
192.168.5.121,2947,TCP,normal
192.168.9.22,2278,TCP,normal
192.168.9.229,0,TCP,attack
192.168.10.24,28,UDP,attack
192.168.4.122,0,TCP,attack
192.168.2.177,633,TCP,normal
192.168.9.206,252,UDP,normal
192.168.10.81,16632,TCP,normal
192.168.10.15,0,TCP,attack
192.168.6.138,5734,TCP,normal
192.168.1.122,0,TCP,attack
192.168.8.133,0,TCP,attack
192.168.8.148,0,TCP,attack
192.168.6.109,4508,TCP,normal
192.168.6.247,40494,TCP,normal
192.168.5.76,0,TCP,attack
192.168.3.11,0,TCP,attack
192.168.10.193,1466,TCP,normal
192.168.5.188,1874,TCP,normal
192.168.10.68,0,TCP,attack
192.168.1.163,26,TCP,normal
192.168.8.150,0,TCP,attack
192.168.3.148,0,TCP,attack
192.168.1.170,4042,TCP,normal
192.168.5.209,0,TCP,attack
192.168.10.8,0,TCP,attack
192.168.5.126,140309,TCP,normal
192.168.2.34,28,UDP,attack
192.168.9.21,0,TCP,attack
192.168.5.66,1129,TCP,normal
192.168.3.159,8,ICMP,attack
192.168.5.72,0,TCP,attack
192.168.5.5,0,TCP,normal
192.168.2.156,0,TCP,attack
192.168.3.234,2297,TCP,normal
192.168.10.191,0,TCP,attack
192.168.3.170,11127,TCP,normal
192.168.8.96,1032,ICMP,attack
192.168.3.68,8543,TCP,normal
192.168.4.126,1,UDP,attack
192.168.3.206,0,TCP,attack
192.168.9.222,0,TCP,attack
192.168.1.89,0,TCP,normal
192.168.2.249,1058,TCP,normal
192.168.3.154,90,UDP,normal
192.168.3.216,0,TCP,attack
192.168.8.194,0,TCP,attack
192.168.7.199,0,TCP,attack
192.168.7.62,3707,TCP,normal
192.168.8.187,7837,TCP,normal
192.168.3.55,0,TCP,attack
192.168.10.189,0,TCP,attack
192.168.6.15,28,UDP,attack
192.168.5.195,74618,TCP,normal
192.168.2.15,382,TCP,normal
192.168.3.120,2076,TCP,normal
192.168.7.123,0,TCP,attack
192.168.5.123,0,TCP,attack
192.168.9.61,0,TCP,normal
192.168.7.176,592,TCP,normal
192.168.7.123,116,UDP,normal
192.168.5.39,8971,TCP,normal
192.168.9.224,0,TCP,attack
192.168.7.5,114,UDP,normal
192.168.5.239,0,TCP,attack
192.168.8.99,987,TCP,normal
192.168.6.248,252,UDP,normal
192.168.9.176,924,TCP,attack
192.168.1.26,0,TCP,attack
192.168.9.165,520,UDP,normal
192.168.6.246,1273,TCP,normal
192.168.7.158,0,TCP,attack
192.168.5.87,0,TCP,attack
192.168.5.70,28,UDP,attack
192.168.2.67,2993,TCP,normal
192.168.10.102,0,TCP,normal
192.168.8.199,1474,TCP,normal
192.168.4.189,137,UDP,normal
192.168.10.199,0,TCP,attack
192.168.4.135,2766,TCP,normal
192.168.6.175,18,ICMP,attack
192.168.3.82,3776,TCP,normal
192.168.9.4,84,UDP,normal
192.168.1.214,2333,TCP,normal
192.168.2.5,987,TCP,normal
192.168.7.27,0,TCP,normal
192.168.9.28,523,TCP,normal
192.168.8.91,1025,TCP,normal
192.168.4.187,120,UDP,normal
192.168.5.66,2150,TCP,normal
192.168.4.10,2453,TCP,normal
192.168.1.160,0,TCP,attack
192.168.2.16,1214,TCP,normal
192.168.10.170,567,TCP,normal
192.168.4.245,0,TCP,attack
192.168.10.165,2767,TCP,normal
192.168.2.183,0,TCP,attack
192.168.2.24,0,TCP,attack
192.168.10.35,11349,TCP,normal
192.168.7.170,575039,TCP,normal
192.168.10.207,34,UDP,normal
192.168.3.231,37348,TCP,normal
192.168.2.180,0,TCP,attack
192.168.3.66,0,TCP,attack
192.168.5.121,0,TCP,attack
192.168.2.165,520,UDP,normal
192.168.8.238,520,UDP,normal
192.168.5.198,1032,ICMP,attack
192.168.7.179,0,TCP,attack
192.168.6.67,4,TCP,attack
192.168.3.201,0,TCP,attack
192.168.2.72,7032,TCP,normal
192.168.1.99,685,TCP,normal
192.168.7.87,1484,TCP,normal
192.168.1.68,1173,TCP,normal
192.168.5.47,852,TCP,normal
192.168.8.19,7590,TCP,normal
192.168.8.252,0,TCP,attack
192.168.4.158,171,UDP,normal
192.168.7.47,795,TCP,normal
192.168.8.29,3163,TCP,normal
192.168.3.140,251,UDP,normal
192.168.7.57,0,TCP,attack
192.168.10.166,0,TCP,attack
192.168.2.235,0,TCP,attack
192.168.8.185,3004,TCP,normal
192.168.5.28,1261,TCP,normal
192.168.1.20,946,TCP,normal
192.168.2.148,86,UDP,normal
192.168.5.200,0,TCP,attack
192.168.8.6,0,TCP,attack
192.168.8.40,0,TCP,attack
192.168.1.240,1014,TCP,normal
192.168.1.172,4307,TCP,normal
192.168.7.70,4184,TCP,normal
192.168.3.181,2643,TCP,normal
192.168.6.233,114,UDP,normal
192.168.7.149,1965,TCP,normal
192.168.1.133,3562,TCP,normal
192.168.8.124,4910,TCP,normal
192.168.7.105,2668,TCP,normal
192.168.2.140,0,TCP,attack
192.168.4.2,0,TCP,attack
192.168.7.246,0,TCP,attack
192.168.8.33,0,TCP,attack
192.168.10.139,0,TCP,attack
192.168.6.87,8,ICMP,attack
192.168.5.104,86,UDP,normal
192.168.1.163,173,UDP,normal
192.168.2.95,6254,TCP,normal
192.168.9.220,1034,TCP,normal
192.168.6.22,60752,TCP,attack
192.168.8.196,250,UDP,normal
192.168.5.167,84,UDP,normal
192.168.4.47,0,TCP,attack
192.168.9.12,12914,TCP,normal
192.168.7.171,3290,TCP,normal
192.168.4.78,251,UDP,normal
192.168.7.231,5987,TCP,normal
192.168.2.163,182,ICMP,normal
192.168.6.126,30,ICMP,normal
192.168.2.228,1,UDP,attack
192.168.8.190,1032,ICMP,attack
192.168.4.37,0,TCP,attack
192.168.1.51,0,TCP,attack
192.168.1.186,32,UDP,normal
192.168.10.63,0,TCP,attack
192.168.8.101,0,TCP,attack
192.168.2.204,78,ICMP,normal
192.168.9.166,0,TCP,attack
192.168.5.129,0,TCP,attack
192.168.9.249,1050,TCP,normal
192.168.8.249,1671,TCP,normal
192.168.1.11,2617,TCP,normal
192.168.6.16,2560,TCP,normal
192.168.6.203,2194619,TCP,normal
192.168.1.105,8,ICMP,attack
192.168.2.56,8,ICMP,attack
192.168.9.119,0,TCP,attack
192.168.9.40,0,TCP,normal
192.168.10.61,0,TCP,attack
192.168.2.11,0,TCP,attack
192.168.3.127,1,TCP,attack
192.168.1.122,16756,TCP,normal
192.168.10.13,641,TCP,normal
192.168.4.181,520,ICMP,attack
192.168.3.5,1,TCP,attack
192.168.3.163,12702,TCP,normal
192.168.1.233,0,TCP,attack
192.168.5.212,104,UDP,normal
192.168.2.118,3225,TCP,attack
192.168.10.45,0,TCP,attack
192.168.10.18,993,TCP,normal
192.168.2.31,16115,TCP,normal
192.168.8.154,8485,TCP,normal
192.168.10.58,0,TCP,normal
192.168.2.207,4970,TCP,normal
192.168.4.111,28,UDP,attack
192.168.6.209,0,TCP,attack
192.168.7.85,91,UDP,normal
192.168.2.251,0,TCP,attack
192.168.10.141,0,TCP,attack
192.168.3.84,3673,TCP,attack
192.168.4.197,0,TCP,attack
192.168.1.153,251,UDP,normal
192.168.3.87,92,UDP,normal
192.168.2.32,496,TCP,normal
192.168.5.38,0,TCP,attack
192.168.7.45,482,TCP,normal
192.168.6.143,0,TCP,attack
192.168.3.114,201,TCP,normal
192.168.4.238,0,TCP,attack
192.168.10.12,1138,TCP,normal
192.168.3.27,0,TCP,attack
192.168.10.98,0,TCP,attack
192.168.3.6,29362,TCP,attack
192.168.8.22,4062,TCP,normal
192.168.1.3,0,TCP,attack
192.168.3.239,173,UDP,normal
192.168.2.182,0,TCP,attack
192.168.10.229,8,ICMP,attack
192.168.5.108,0,TCP,attack
192.168.8.179,0,TCP,attack
192.168.3.54,0,TCP,attack
192.168.3.165,0,TCP,attack
192.168.5.135,1696,TCP,normal
192.168.8.107,0,TCP,attack
192.168.4.242,1958,TCP,normal
192.168.3.158,0,TCP,attack
192.168.1.154,0,TCP,normal
192.168.3.185,1609,TCP,normal
192.168.8.158,2473,TCP,normal
192.168.2.162,766,TCP,normal
192.168.5.91,0,TCP,attack
192.168.7.3,78,ICMP,normal
192.168.9.62,0,TCP,attack
192.168.4.32,0,TCP,attack
192.168.9.252,251,UDP,normal
192.168.2.160,0,TCP,attack
192.168.6.222,88,UDP,normal
192.168.9.131,0,TCP,attack
192.168.4.120,2198,TCP,normal
192.168.4.72,3348,TCP,normal
192.168.1.51,2946,TCP,normal
192.168.2.205,625,TCP,normal
192.168.3.177,977,TCP,normal
192.168.8.129,126,UDP,normal
192.168.3.42,4,TCP,normal
192.168.1.15,1921,TCP,normal
192.168.6.74,22628,TCP,normal
192.168.4.113,641,TCP,normal
192.168.5.87,0,TCP,attack
192.168.10.208,0,TCP,attack
192.168.8.13,0,TCP,attack
192.168.2.191,0,TCP,attack
192.168.1.238,0,TCP,attack
192.168.9.47,0,TCP,attack
192.168.3.203,2187,TCP,normal
192.168.1.126,4748,TCP,normal
192.168.9.31,183,UDP,normal
192.168.2.231,0,TCP,attack
192.168.4.186,2451,TCP,normal
192.168.8.153,624,TCP,normal
192.168.10.85,0,TCP,attack
192.168.7.52,0,TCP,attack
192.168.6.60,0,TCP,attack
192.168.2.85,472,TCP,normal
192.168.4.27,0,TCP,attack
192.168.4.190,0,TCP,attack
192.168.7.224,501,TCP,normal
192.168.4.98,2906,TCP,normal
192.168.4.20,8789,TCP,normal
192.168.8.151,1620,TCP,normal
192.168.8.15,1685,TCP,normal
192.168.7.39,1235,TCP,normal
192.168.4.239,2488,TCP,normal
192.168.10.118,0,TCP,attack
192.168.3.101,0,TCP,attack
192.168.6.36,2113,TCP,normal
192.168.8.186,0,TCP,attack
192.168.4.163,9853,TCP,normal
192.168.6.251,0,TCP,attack
192.168.5.53,0,TCP,attack
192.168.6.34,0,TCP,attack
192.168.1.179,0,TCP,attack
192.168.10.17,2474,TCP,normal
192.168.5.36,0,TCP,attack
192.168.2.220,1379,TCP,normal
192.168.8.119,986,TCP,normal
192.168.7.45,0,TCP,attack
192.168.6.58,0,TCP,normal
192.168.5.156,0,TCP,attack
192.168.3.204,1271,TCP,normal
192.168.10.233,118,UDP,normal
192.168.3.149,1,UDP,attack
192.168.9.220,84,UDP,normal
192.168.4.24,1202,TCP,normal
192.168.7.221,712,TCP,normal
192.168.9.127,510,TCP,normal
192.168.4.153,0,TCP,attack
192.168.8.216,40122,TCP,normal
192.168.8.73,0,TCP,attack
192.168.1.188,0,TCP,attack
192.168.7.190,8,ICMP,attack
192.168.4.65,1376,TCP,normal
192.168.6.113,0,TCP,attack
192.168.10.58,927,TCP,normal
192.168.10.244,4549,TCP,normal
192.168.3.235,334,TCP,attack
192.168.10.231,0,TCP,attack
192.168.1.108,2538,TCP,normal
192.168.1.12,2934,TCP,normal
192.168.8.189,147,TCP,normal
192.168.9.10,0,TCP,attack
192.168.7.137,1990,TCP,normal
192.168.7.124,19709,TCP,normal
192.168.2.117,2194619,TCP,normal
192.168.8.63,486,TCP,normal
192.168.2.144,16889,TCP,normal
192.168.1.179,1053,TCP,normal
192.168.7.245,0,TCP,attack
192.168.4.35,0,TCP,attack
192.168.6.77,0,TCP,attack
192.168.4.167,0,TCP,attack
192.168.2.6,911,TCP,normal
192.168.8.173,0,TCP,attack
192.168.5.43,0,TCP,attack
192.168.8.221,0,TCP,attack
192.168.10.193,3209,TCP,normal
192.168.10.8,0,TCP,attack
192.168.8.120,357,TCP,normal
192.168.3.225,1032,ICMP,attack
192.168.7.49,0,TCP,attack
192.168.6.162,2542,TCP,normal
192.168.8.182,0,TCP,attack
192.168.1.222,0,TCP,attack
192.168.2.100,966,TCP,normal
192.168.6.137,0,TCP,attack
192.168.1.77,1224,TCP,normal
192.168.7.194,245,TCP,normal
192.168.5.180,5319,TCP,normal
192.168.10.140,1162,TCP,normal
192.168.10.205,3111,TCP,normal
192.168.4.203,58,UDP,normal
192.168.2.160,0,TCP,attack
192.168.6.190,13116,TCP,normal
192.168.1.133,0,TCP,attack
192.168.6.229,2150,TCP,normal
192.168.1.30,1032,ICMP,attack
192.168.7.95,568,TCP,normal
192.168.8.160,507,TCP,normal
192.168.1.95,0,TCP,attack
192.168.6.46,0,TCP,attack
192.168.9.182,0,TCP,attack
192.168.2.145,2252,TCP,normal
192.168.4.37,520,UDP,normal
192.168.6.63,0,TCP,attack
192.168.9.31,1516,TCP,normal
192.168.8.190,0,TCP,attack
192.168.10.225,1244,TCP,normal
192.168.4.194,0,TCP,attack
192.168.4.84,832,TCP,normal
192.168.6.231,0,TCP,attack
192.168.5.130,1444,TCP,normal
192.168.7.72,0,TCP,attack
192.168.1.18,1032,ICMP,attack
192.168.6.90,0,TCP,attack
192.168.8.126,0,TCP,attack
192.168.9.136,0,TCP,attack
192.168.2.122,10389,TCP,normal
192.168.9.175,0,TCP,attack
192.168.9.232,735,TCP,normal
192.168.5.117,54,UDP,normal
192.168.10.96,2566,TCP,normal
192.168.2.50,0,TCP,attack
192.168.8.24,0,TCP,attack
192.168.2.102,1384,TCP,normal
192.168.3.75,8,ICMP,attack
192.168.2.29,967,TCP,normal
192.168.3.72,3199,TCP,normal
192.168.2.180,605,TCP,normal
192.168.3.129,62854,TCP,attack
192.168.3.225,0,TCP,attack
192.168.4.135,1335,TCP,normal
192.168.1.77,1684,TCP,normal
192.168.7.250,2925,TCP,normal
192.168.9.240,2260,TCP,normal
192.168.3.123,88,UDP,normal
192.168.6.109,0,TCP,attack
192.168.8.190,0,TCP,normal
192.168.1.76,84,UDP,normal
192.168.4.18,0,TCP,attack
192.168.1.225,725,TCP,normal
192.168.4.215,0,TCP,attack
192.168.9.167,251,UDP,normal
192.168.6.107,9554,TCP,normal
192.168.10.89,1605,TCP,normal
192.168.6.126,0,TCP,attack
192.168.10.172,0,TCP,attack
192.168.9.217,0,TCP,attack
192.168.9.115,2113,TCP,normal
192.168.8.79,1876,TCP,normal
192.168.10.35,0,TCP,attack
192.168.5.45,252,UDP,normal
192.168.5.60,0,TCP,attack
192.168.8.97,170,UDP,normal
192.168.5.199,0,TCP,attack
192.168.1.39,0,TCP,attack
192.168.6.74,10528,TCP,normal
192.168.8.246,0,TCP,attack
192.168.3.160,0,TCP,attack
192.168.3.184,165,TCP,normal
192.168.9.75,0,TCP,attack
192.168.3.251,2325,TCP,normal
192.168.3.216,196,UDP,normal
192.168.3.43,3456,TCP,normal
192.168.4.31,0,TCP,attack
192.168.1.83,0,TCP,attack
192.168.10.34,251,UDP,normal
192.168.8.68,0,TCP,attack
192.168.6.49,3435,TCP,normal
192.168.4.145,3784,TCP,normal
192.168.1.172,0,TCP,attack
192.168.6.252,0,TCP,attack
192.168.6.39,0,TCP,attack
192.168.6.116,1146,TCP,normal
192.168.9.251,2527,TCP,normal
192.168.3.138,0,TCP,attack
192.168.5.33,252,UDP,normal
192.168.1.105,0,TCP,attack
192.168.8.198,0,TCP,attack
192.168.3.244,0,TCP,attack
192.168.8.239,115,UDP,normal
192.168.6.41,0,TCP,attack
192.168.1.250,0,TCP,attack
192.168.9.251,707,TCP,normal
192.168.9.86,252,UDP,normal
192.168.5.123,0,TCP,attack
192.168.5.250,567,TCP,normal
192.168.10.172,3033,TCP,normal
192.168.3.206,0,TCP,attack
192.168.10.188,2187,TCP,normal
192.168.8.88,709,TCP,normal
192.168.2.189,0,TCP,attack
192.168.8.232,6545,TCP,normal
192.168.1.37,28,UDP,attack
192.168.9.31,251,UDP,normal
192.168.5.8,748,TCP,normal
192.168.7.160,0,TCP,attack
192.168.4.116,0,TCP,attack
192.168.6.25,0,TCP,attack
192.168.6.16,1,UDP,attack
192.168.10.166,30482,TCP,normal
192.168.4.151,0,TCP,attack
192.168.9.58,0,TCP,attack
192.168.5.52,31,UDP,normal
192.168.1.23,49901,TCP,normal
192.168.9.219,0,TCP,attack
192.168.8.175,150,UDP,normal
192.168.2.251,728,TCP,normal
192.168.9.102,0,TCP,attack
192.168.4.127,96,UDP,normal
192.168.6.156,2163,TCP,normal
192.168.10.132,2781,TCP,normal
192.168.1.234,578,TCP,normal
192.168.6.103,823,TCP,normal
192.168.3.185,84,UDP,normal
192.168.7.96,205216,TCP,normal
192.168.7.97,2479,TCP,normal
192.168.1.74,9313,TCP,normal
192.168.6.91,78,ICMP,normal
192.168.5.252,899,TCP,normal
192.168.8.225,0,TCP,attack
192.168.9.24,503,TCP,normal
192.168.4.188,1363,TCP,normal
192.168.8.191,7233,TCP,normal
192.168.7.207,1960,TCP,normal
192.168.8.75,2258,TCP,normal
192.168.3.208,0,TCP,attack
192.168.7.188,0,TCP,attack
192.168.7.37,1,UDP,attack
192.168.10.155,5650,TCP,normal
192.168.2.38,0,TCP,normal
192.168.4.79,1426,TCP,normal
192.168.8.224,30,ICMP,normal
192.168.9.254,0,TCP,attack
192.168.6.18,8807,TCP,normal
192.168.10.195,662,TCP,normal
192.168.7.24,6343,TCP,normal
192.168.1.106,7318,TCP,normal
192.168.5.108,1802,TCP,normal
192.168.3.144,0,TCP,attack
192.168.8.183,739,TCP,normal
192.168.10.195,9383,TCP,normal
192.168.3.53,0,TCP,attack
192.168.3.215,0,TCP,normal
192.168.7.76,1,UDP,attack
192.168.9.127,334,TCP,attack
192.168.1.212,15163,TCP,normal
192.168.5.215,8,ICMP,attack
192.168.10.79,1,UDP,attack
192.168.8.145,0,TCP,attack
192.168.8.59,3123,TCP,normal
192.168.1.204,1,UDP,attack
192.168.1.41,0,TCP,attack
192.168.5.78,28,UDP,attack
192.168.8.33,1057,TCP,normal
192.168.5.108,0,TCP,attack
192.168.3.127,0,TCP,attack
192.168.4.9,0,TCP,attack
192.168.2.197,1911,TCP,normal
192.168.5.128,0,TCP,attack
192.168.2.155,0,TCP,normal
192.168.6.150,178,UDP,normal
192.168.8.146,1828,TCP,normal
192.168.7.224,3682,TCP,attack
192.168.5.162,0,TCP,attack
192.168.8.251,251,UDP,normal
192.168.2.97,0,TCP,normal
192.168.9.189,4148,TCP,normal
192.168.10.6,1225,TCP,normal
192.168.5.43,0,TCP,attack
192.168.10.16,1324,TCP,normal
192.168.3.83,175,UDP,normal
192.168.8.226,0,TCP,attack
192.168.3.93,628,TCP,normal
192.168.3.15,1032,ICMP,attack
192.168.5.94,0,TCP,attack
192.168.7.164,2572,TCP,normal
192.168.6.14,0,TCP,attack
192.168.5.76,0,TCP,attack
192.168.9.165,3801,TCP,normal
192.168.2.133,1684,TCP,normal
192.168.4.198,0,TCP,attack
192.168.3.197,453,TCP,normal
192.168.2.155,0,TCP,attack
192.168.3.141,0,TCP,attack
192.168.6.225,0,TCP,attack
192.168.6.213,3021,TCP,normal
192.168.5.71,0,TCP,attack
192.168.6.26,2032,TCP,normal
192.168.9.150,0,TCP,attack
192.168.6.212,18,ICMP,attack
192.168.3.5,0,TCP,attack
192.168.3.134,0,TCP,attack
192.168.5.97,116,UDP,normal
192.168.8.107,0,TCP,attack
192.168.6.237,1,TCP,attack
192.168.3.28,3459,TCP,normal
192.168.4.41,2985,TCP,normal
192.168.9.58,380,TCP,attack
192.168.4.205,0,TCP,attack
192.168.9.159,0,TCP,attack
192.168.9.218,10261,TCP,normal
192.168.9.184,1090,TCP,normal
192.168.9.181,2392,TCP,normal
192.168.2.108,521,TCP,normal
192.168.8.236,1674,TCP,normal
192.168.2.31,0,TCP,attack
192.168.3.238,0,TCP,attack
192.168.1.124,0,TCP,attack
192.168.6.81,982,TCP,normal
192.168.6.37,0,TCP,attack
192.168.8.229,717,TCP,normal
192.168.10.135,10389,TCP,normal
192.168.6.46,251,UDP,normal
192.168.5.9,0,TCP,attack
192.168.2.58,8,ICMP,attack
192.168.3.221,0,TCP,attack
192.168.3.178,0,TCP,attack
192.168.4.80,78,ICMP,normal
192.168.3.55,481,TCP,normal
192.168.3.253,1263,TCP,normal
192.168.2.110,114,UDP,normal
192.168.2.21,15975,TCP,normal
192.168.1.200,0,TCP,attack
192.168.8.195,35,TCP,normal
192.168.7.12,144,UDP,normal
192.168.4.29,117,UDP,normal
192.168.1.205,0,TCP,attack
192.168.9.153,88,UDP,normal
192.168.1.122,1156,TCP,normal
192.168.2.234,0,TCP,attack
192.168.5.13,0,TCP,attack
192.168.2.79,16115,TCP,normal
192.168.1.195,30,ICMP,normal
192.168.2.202,1032,ICMP,attack
192.168.2.237,1036,TCP,normal
192.168.10.54,33,UDP,normal
192.168.10.232,626,TCP,normal
192.168.4.49,0,TCP,attack
192.168.6.9,0,TCP,attack
192.168.2.39,178,UDP,normal
192.168.5.244,30,UDP,normal
192.168.10.91,0,TCP,attack
192.168.6.43,1,UDP,attack
192.168.9.201,0,TCP,attack
192.168.10.63,8,ICMP,attack
192.168.9.147,25035,TCP,normal
192.168.2.27,634,TCP,normal
192.168.10.197,1842,TCP,normal
192.168.1.137,1032,ICMP,attack
192.168.4.185,0,TCP,attack
192.168.4.248,3935,TCP,normal
192.168.5.45,157,UDP,normal
192.168.9.3,0,TCP,attack
192.168.2.238,1,TCP,attack
192.168.4.237,14873,TCP,normal
192.168.9.219,0,TCP,attack
192.168.8.95,0,TCP,attack
192.168.10.49,2465,TCP,normal
192.168.8.174,0,TCP,attack
192.168.2.48,0,TCP,attack
192.168.6.253,4369,TCP,normal
192.168.7.110,0,TCP,attack
192.168.4.133,0,TCP,attack
192.168.4.106,113,UDP,normal
192.168.2.196,2151,TCP,normal
192.168.6.33,0,TCP,attack
192.168.8.30,0,TCP,attack
192.168.9.36,0,TCP,attack
192.168.8.197,0,TCP,attack
192.168.6.182,0,TCP,attack
192.168.5.144,1742,TCP,normal
192.168.1.23,179,UDP,normal
192.168.6.128,0,TCP,attack
192.168.2.100,0,TCP,attack
192.168.5.118,6960,TCP,normal
192.168.10.190,0,TCP,attack
192.168.5.177,0,TCP,attack
192.168.8.59,1,UDP,attack
192.168.9.106,0,TCP,attack
192.168.5.254,4142,TCP,normal
192.168.7.50,0,TCP,attack
192.168.2.231,171,UDP,normal
192.168.8.242,1,UDP,attack
192.168.6.47,714,TCP,normal
192.168.1.174,741,TCP,normal
192.168.8.174,601,TCP,normal
192.168.2.103,0,TCP,attack
192.168.8.135,0,TCP,attack
192.168.2.32,0,TCP,attack
192.168.3.103,8136,TCP,normal
192.168.7.179,728,TCP,normal
192.168.10.252,1066,TCP,normal
192.168.2.191,0,TCP,attack
192.168.3.18,0,TCP,attack
192.168.6.251,84,UDP,normal
192.168.4.88,2802,TCP,normal
192.168.4.154,0,TCP,attack
192.168.7.33,1672,TCP,normal
192.168.4.216,0,TCP,attack
192.168.7.187,0,TCP,attack
192.168.8.73,18,ICMP,attack
192.168.10.153,4867,TCP,normal
192.168.5.195,0,TCP,attack
192.168.7.93,2822,TCP,normal
192.168.8.172,2263,TCP,normal
